Klo,Total,KP1,KP2,lämpötila
2019-01-02 01:00:00,5.62,2.2,3.42,-4.9
2019-01-02 02:00:00,5.27,2.16,3.11,-5.5
2019-01-02 03:00:00,5.89,2.52,3.37,-6.1
2019-01-02 04:00:00,6.57,2.79,3.78,-6.1
2019-01-02 05:00:00,6.67,2.96,3.71,-6.1
2019-01-02 06:00:00,6.8,2.71,4.09,-6.7
2019-01-02 07:00:00,6.5,2.44,4.06,-7.4
2019-01-02 08:00:00,7.25,3.19,4.06,-8.1
2019-01-02 09:00:00,8.08,3.88,4.2,-9.2
2019-01-02 10:00:00,10.74,6.33,4.41,-10.6
2019-01-02 11:00:00,6.92,3.29,3.63,-11.4
2019-01-02 12:00:00,5.91,2.17,3.74,-12.9
2019-01-02 13:00:00,7.16,2.72,4.44,-13.1
2019-01-02 14:00:00,6.57,2.57,4.0,-13.7
2019-01-02 15:00:00,7.02,2.63,4.39,-15.5
2019-01-02 16:00:00,7.0,2.85,4.15,-15.1
2019-01-02 17:00:00,7.48,3.18,4.3,-17.7
2019-01-02 18:00:00,8.66,4.22,4.44,-20.3
2019-01-02 19:00:00,7.73,3.75,3.98,-19.9
2019-01-02 20:00:00,15.84,10.75,5.09,-20.1
2019-01-02 21:00:00,12.19,7.75,4.44,-20.2
2019-01-02 22:00:00,11.07,6.74,4.33,-21.5
2019-01-02 23:00:00,9.24,4.69,4.55,-23
2019-02-02 00:00:00,6.6,2.35,4.25,-16.3
2019-02-02 01:00:00,7.1,2.41,4.69,-14.8
2019-02-02 02:00:00,7.64,2.93,4.71,-16.1
2019-02-02 03:00:00,6.96,2.73,4.23,-17.5
2019-02-02 04:00:00,6.67,2.41,4.26,-18.6
2019-02-02 05:00:00,6.97,2.6,4.37,-18.9
2019-02-02 06:00:00,7.63,2.86,4.77,-20.3
2019-02-02 07:00:00,7.48,2.96,4.52,-19.5
2019-02-02 08:00:00,7.37,3.36,4.01,-18.3
2019-02-02 09:00:00,7.14,2.71,4.43,-17.4
2019-02-02 10:00:00,9.14,4.49,4.65,-16.5
2019-02-02 11:00:00,9.68,6.03,3.65,-16.1
2019-02-02 12:00:00,9.06,4.91,4.15,-16.2
2019-02-02 13:00:00,7.57,3.56,4.01,-17.5
2019-02-02 14:00:00,7.94,4.84,3.1,-18.5
2019-02-02 15:00:00,8.09,3.61,4.48,-18.8
2019-02-02 16:00:00,7.81,2.71,5.1,-19
2019-02-02 17:00:00,6.64,2.71,3.93,-20
2019-02-02 18:00:00,7.72,4.49,3.23,-19.1
2019-02-02 19:00:00,16.15,11.53,4.62,-18.7
2019-02-02 20:00:00,13.27,8.66,4.61,-18.8
2019-02-02 21:00:00,7.75,5.48,2.27,-22.2
2019-02-02 22:00:00,6.24,4.16,2.08,-22
2019-02-02 23:00:00,5.19,2.93,2.26,-22.4
2019-03-02 00:00:00,5.07,2.77,2.3,-5.9
2019-03-02 01:00:00,6.07,3.36,2.71,-5.7
2019-03-02 02:00:00,6.86,4.3,2.56,-5.4
2019-03-02 03:00:00,5.56,3.3,2.26,-6
2019-03-02 04:00:00,5.07,2.38,2.69,-5.9
2019-03-02 05:00:00,5.47,3.04,2.43,-5.8
2019-03-02 06:00:00,6.02,3.22,2.8,-5.7
2019-03-02 07:00:00,5.73,3.06,2.67,-5.3
2019-03-02 08:00:00,6.93,2.96,3.97,-5.3
2019-03-02 09:00:00,8.9,4.01,4.89,-5.1
2019-03-02 10:00:00,8.18,3.08,5.1,-4.4
2019-03-02 11:00:00,7.99,3.12,4.87,-4.3
2019-03-02 12:00:00,8.93,4.12,4.81,-4.2
2019-03-02 13:00:00,8.81,3.09,5.72,-4.2
2019-03-02 14:00:00,7.52,2.91,4.61,-5.4
2019-03-02 15:00:00,5.57,2.97,2.6,-6.6
2019-03-02 16:00:00,6.06,3.16,2.9,-7.4
2019-03-02 17:00:00,5.74,3.23,2.51,-7.8
2019-03-02 18:00:00,6.49,2.87,3.62,-7.9
2019-03-02 19:00:00,12.46,10.04,2.42,-8.3
2019-03-02 20:00:00,11.77,8.68,3.09,-8.8
2019-03-02 21:00:00,7.15,4.54,2.61,-9.5
2019-03-02 22:00:00,7.39,4.09,3.3,-9.9
2019-03-02 23:00:00,4.46,1.84,2.62,-10.9
2019-04-02 00:00:00,5.5,2.1,3.4,-0.6
2019-04-02 01:00:00,5.45,2.74,2.71,-1.6
2019-04-02 02:00:00,6.31,2.39,3.92,-1.6
2019-04-02 03:00:00,5.12,1.97,3.15,-1.2
2019-04-02 04:00:00,5.77,2.21,3.56,-1.1
2019-04-02 05:00:00,5.32,2.24,3.08,-0.2
2019-04-02 06:00:00,5.77,2.33,3.44,0.6
2019-04-02 07:00:00,5.55,2.39,3.16,2.3
2019-04-02 08:00:00,5.81,2.51,3.3,3.7
2019-04-02 09:00:00,6.91,3.41,3.5,4.7
2019-04-02 10:00:00,6.32,3.23,3.09,5.8
2019-04-02 11:00:00,7.8,4.32,3.48,6
2019-04-02 12:00:00,8.45,5.42,3.03,6.7
2019-04-02 13:00:00,6.27,2.27,4.0,6.7
2019-04-02 14:00:00,4.85,2.06,2.79,6.8
2019-04-02 15:00:00,5.5,2.34,3.16,5
2019-04-02 16:00:00,5.09,2.39,2.7,5.8
2019-04-02 17:00:00,5.14,2.18,2.96,4.7
2019-04-02 18:00:00,5.62,3.17,2.45,3.9
2019-04-02 19:00:00,5.35,2.67,2.68,3.3
2019-04-02 20:00:00,4.7,2.52,2.18,2.8
2019-04-02 21:00:00,5.59,2.46,3.13,1.9
2019-04-02 22:00:00,5.24,2.11,3.13,2.6
2019-04-02 23:00:00,5.2,2.06,3.14,1.7
2019-05-02 00:00:00,4.35,1.85,2.5,-0.9
2019-05-02 01:00:00,4.92,1.83,3.09,-1.1
2019-05-02 02:00:00,4.45,2.08,2.37,-1.2
2019-05-02 03:00:00,5.44,2.03,3.41,-1.3
2019-05-02 04:00:00,4.17,2.06,2.11,-1.4
2019-05-02 05:00:00,5.12,1.94,3.18,-1.7
2019-05-02 06:00:00,4.44,2.03,2.41,-1.6
2019-05-02 07:00:00,5.46,2.26,3.2,-1.6
2019-05-02 08:00:00,7.33,4.32,3.01,-1.6
2019-05-02 09:00:00,8.07,4.83,3.24,-1.6
2019-05-02 10:00:00,6.81,4.07,2.74,-0.9
2019-05-02 11:00:00,5.37,1.84,3.53,-1
2019-05-02 12:00:00,5.5,2.68,2.82,-0.9
2019-05-02 13:00:00,7.16,3.55,3.61,-0.9
2019-05-02 14:00:00,5.91,3.21,2.7,-0.9
2019-05-02 15:00:00,6.17,2.86,3.31,-1
2019-05-02 16:00:00,5.29,2.48,2.81,-1.4
2019-05-02 17:00:00,6.22,2.88,3.34,-1.7
2019-05-02 18:00:00,5.9,2.4,3.5,-2
2019-05-02 19:00:00,11.42,7.89,3.53,-1.9
2019-05-02 20:00:00,12.17,9.14,3.03,-2.1
2019-05-02 21:00:00,9.05,5.92,3.13,-2.6
2019-05-02 22:00:00,7.79,4.68,3.11,-3.4
2019-05-02 23:00:00,7.7,4.41,3.29,-3.6
2019-06-02 00:00:00,4.9,1.64,3.26,7.5
2019-06-02 01:00:00,5.97,2.3,3.67,7.3
2019-06-02 02:00:00,6.1,2.57,3.53,7.2
2019-06-02 03:00:00,7.48,2.64,4.84,7.5
2019-06-02 04:00:00,6.7,2.52,4.18,8
2019-06-02 05:00:00,6.72,2.67,4.05,8.5
2019-06-02 06:00:00,6.89,2.59,4.3,8.8
2019-06-02 07:00:00,6.93,2.98,3.95,8.9
2019-06-02 08:00:00,7.99,3.49,4.5,10.8
2019-06-02 09:00:00,11.24,7.39,3.85,11.4
2019-06-02 10:00:00,12.56,8.26,4.3,12.2
2019-06-02 11:00:00,8.8,4.65,4.15,12.7
2019-06-02 12:00:00,7.64,3.85,3.79,12.4
2019-06-02 13:00:00,13.36,9.0,4.36,11.9
2019-06-02 14:00:00,8.73,5.31,3.42,12.2
2019-06-02 15:00:00,7.86,3.95,3.91,11.9
2019-06-02 16:00:00,5.77,2.64,3.13,12
2019-06-02 17:00:00,7.03,3.17,3.86,11.4
2019-06-02 18:00:00,7.5,3.85,3.65,11.2
2019-06-02 19:00:00,7.14,3.66,3.48,10.2
2019-06-02 20:00:00,6.79,2.65,4.14,9.1
2019-06-02 21:00:00,6.7,3.38,3.32,9
2019-06-02 22:00:00,7.07,2.74,4.33,8.2
2019-06-02 23:00:00,6.46,2.45,4.01,6.1
2019-07-02 00:00:00,6.81,2.63,4.18,9.5
2019-07-02 01:00:00,6.76,2.75,4.01,9.5
2019-07-02 02:00:00,7.18,2.87,4.31,9.3
2019-07-02 03:00:00,7.21,2.77,4.44,11.4
2019-07-02 04:00:00,6.6,2.73,3.87,13.7
2019-07-02 05:00:00,6.98,2.71,4.27,15
2019-07-02 06:00:00,6.47,2.78,3.69,15.7
2019-07-02 07:00:00,6.35,2.89,3.46,16.9
2019-07-02 08:00:00,8.22,4.09,4.13,17.5
2019-07-02 09:00:00,6.61,3.28,3.33,17.6
2019-07-02 10:00:00,6.15,2.89,3.26,18.2
2019-07-02 11:00:00,4.99,2.01,2.98,18.2
2019-07-02 12:00:00,4.94,2.06,2.88,18.5
2019-07-02 13:00:00,5.58,2.68,2.9,18.1
2019-07-02 14:00:00,5.43,2.59,2.84,18.5
2019-07-02 15:00:00,5.34,2.32,3.02,17.7
2019-07-02 16:00:00,5.17,2.45,2.72,17.1
2019-07-02 17:00:00,5.41,2.15,3.26,17
2019-07-02 18:00:00,5.51,2.61,2.9,15.5
2019-07-02 19:00:00,12.21,10.0,2.21,14.8
2019-07-02 20:00:00,7.39,5.58,1.81,14.4
2019-07-02 21:00:00,6.49,5.05,1.44,13.7
2019-07-02 22:00:00,4.22,2.82,1.4,13.3
2019-07-02 23:00:00,3.76,2.62,1.14,12.5
2019-08-02 00:00:00,2.72,1.64,1.08,10.9
2019-08-02 01:00:00,2.53,1.71,0.82,10.5
2019-08-02 02:00:00,2.62,1.92,0.7,10.5
2019-08-02 03:00:00,3.98,2.05,1.93,10.4
2019-08-02 04:00:00,3.47,1.93,1.54,10.5
2019-08-02 05:00:00,3.3,1.86,1.44,10.6
2019-08-02 06:00:00,3.46,1.92,1.54,11.1
2019-08-02 07:00:00,3.25,1.79,1.46,11.2
2019-08-02 08:00:00,4.94,3.0,1.94,10.8
2019-08-02 09:00:00,3.9,2.52,1.38,12.4
2019-08-02 10:00:00,4.14,2.69,1.45,12.2
2019-08-02 11:00:00,4.48,3.22,1.26,12.2
2019-08-02 12:00:00,4.05,1.83,2.22,11.7
2019-08-02 13:00:00,2.84,1.58,1.26,10.2
2019-08-02 14:00:00,3.17,1.95,1.22,10.8
2019-08-02 15:00:00,3.37,2.2,1.17,11
2019-08-02 16:00:00,3.31,1.78,1.53,10.7
2019-08-02 17:00:00,3.15,1.94,1.21,10.7
2019-08-02 18:00:00,3.49,2.38,1.11,9.9
2019-08-02 19:00:00,6.94,5.82,1.12,9.7
2019-08-02 20:00:00,9.77,8.15,1.62,9.3
2019-08-02 21:00:00,5.07,3.94,1.13,9.1
2019-08-02 22:00:00,4.67,2.93,1.74,9.3
2019-08-02 23:00:00,3.34,2.04,1.3,9.1
2019-09-02 00:00:00,2.83,1.23,1.6,14.2
2019-09-02 01:00:00,2.72,1.4,1.32,13.6
2019-09-02 02:00:00,2.79,1.56,1.23,13.1
2019-09-02 03:00:00,3.1,1.33,1.77,12.5
2019-09-02 04:00:00,2.56,1.32,1.24,12.7
2019-09-02 05:00:00,2.84,1.66,1.18,14.7
2019-09-02 06:00:00,2.97,1.41,1.56,16.4
2019-09-02 07:00:00,3.3,1.77,1.53,18
2019-09-02 08:00:00,2.86,1.39,1.47,19.9
2019-09-02 09:00:00,2.4,1.38,1.02,21.5
2019-09-02 10:00:00,3.57,2.44,1.13,21.6
2019-09-02 11:00:00,3.22,1.6,1.62,22.1
2019-09-02 12:00:00,3.55,1.5,2.05,22.2
2019-09-02 13:00:00,4.74,2.01,2.73,22.5
2019-09-02 14:00:00,4.43,2.4,2.03,22.5
2019-09-02 15:00:00,2.95,2.43,0.52,22.1
2019-09-02 16:00:00,3.27,2.12,1.15,21.7
2019-09-02 17:00:00,2.99,2.58,0.41,20.1
2019-09-02 18:00:00,1.93,1.55,0.38,19.1
2019-09-02 19:00:00,10.09,9.7,0.39,19.3
2019-09-02 20:00:00,4.87,4.48,0.39,19
2019-09-02 21:00:00,7.1,6.69,0.41,16.9
2019-09-02 22:00:00,6.29,5.36,0.93,14.9
2019-09-02 23:00:00,1.99,1.56,0.43,14.5
2019-10-02 00:00:00,1.73,1.22,0.51,4.8
2019-10-02 01:00:00,1.99,1.53,0.46,4.1
2019-10-02 02:00:00,2.29,1.79,0.5,3.6
2019-10-02 03:00:00,2.0,1.46,0.54,3.4
2019-10-02 04:00:00,1.87,1.33,0.54,2.7
2019-10-02 05:00:00,1.91,1.32,0.59,2.1
2019-10-02 06:00:00,2.07,1.45,0.62,2.5
2019-10-02 07:00:00,2.27,1.65,0.62,2.9
2019-10-02 08:00:00,2.59,1.4,1.19,3.1
2019-10-02 09:00:00,2.3,1.63,0.67,3.7
2019-10-02 10:00:00,2.25,1.51,0.74,4.4
2019-10-02 11:00:00,5.19,4.47,0.72,4.8
2019-10-02 12:00:00,3.32,2.56,0.76,5.7
2019-10-02 13:00:00,2.41,1.64,0.77,5.7
2019-10-02 14:00:00,2.47,1.67,0.8,4.4
2019-10-02 15:00:00,2.61,1.55,1.06,4.2
2019-10-02 16:00:00,3.29,1.8,1.49,4.3
2019-10-02 17:00:00,4.86,1.73,3.13,3.6
2019-10-02 18:00:00,5.35,1.57,3.78,4
2019-10-02 19:00:00,2.9,1.72,1.18,3.1
2019-10-02 20:00:00,5.18,4.68,0.5,3.2
2019-10-02 21:00:00,3.34,2.8,0.54,2.5
2019-10-02 22:00:00,2.19,1.69,0.5,1
2019-10-02 23:00:00,2.33,1.28,1.05,0.8
2019-11-02 00:00:00,1.82,1.3,0.52,-4.9
2019-11-02 01:00:00,2.31,1.75,0.56,-4.5
2019-11-02 02:00:00,2.0,1.42,0.58,-4.4
2019-11-02 03:00:00,1.88,1.3,0.58,-4.1
2019-11-02 04:00:00,2.04,1.43,0.61,-3.8
2019-11-02 05:00:00,2.01,1.38,0.63,-3.4
2019-11-02 06:00:00,2.08,1.43,0.65,-3.2
2019-11-02 07:00:00,2.59,1.69,0.9,-2.8
2019-11-02 08:00:00,2.81,1.82,0.99,-2.4
2019-11-02 09:00:00,3.03,2.32,0.71,-1.9
2019-11-02 10:00:00,2.99,2.26,0.73,-1.5
2019-11-02 11:00:00,2.13,1.4,0.73,-1.5
2019-11-02 12:00:00,2.02,1.27,0.75,-1.5
2019-11-02 13:00:00,2.18,1.43,0.75,-1.3
2019-11-02 14:00:00,2.83,1.65,1.18,-1
2019-11-02 15:00:00,2.57,1.68,0.89,-0.9
2019-11-02 16:00:00,3.21,2.37,0.84,-0.8
2019-11-02 17:00:00,2.96,1.52,1.44,-0.6
2019-11-02 18:00:00,3.81,1.92,1.89,-0.2
2019-11-02 19:00:00,3.28,1.9,1.38,0.1
2019-11-02 20:00:00,3.14,1.81,1.33,0.4
2019-11-02 21:00:00,3.58,2.01,1.57,0.4
2019-11-02 22:00:00,3.51,1.72,1.79,0.4
2019-11-02 23:00:00,3.22,1.72,1.5,0.4
2019-12-02 00:00:00,3.4,1.54,1.86,-4.1
2019-12-02 01:00:00,3.65,1.71,1.94,-4.1
2019-12-02 02:00:00,3.28,1.59,1.69,-4
2019-12-02 03:00:00,4.47,1.72,2.75,-3.9
2019-12-02 04:00:00,3.6,1.71,1.89,-3.6
2019-12-02 05:00:00,3.48,1.66,1.82,-3.6
2019-12-02 06:00:00,4.07,1.63,2.44,-3.5
2019-12-02 07:00:00,4.03,2.15,1.88,-3.5
2019-12-02 08:00:00,5.03,2.54,2.49,-4.1
2019-12-02 09:00:00,5.01,2.92,2.09,-4.5
2019-12-02 10:00:00,4.47,2.09,2.38,-4.9
2019-12-02 11:00:00,4.17,2.03,2.14,-4.7
2019-12-02 12:00:00,4.47,2.48,1.99,-4.4
2019-12-02 13:00:00,6.1,2.95,3.15,-4.3
2019-12-02 14:00:00,4.0,1.98,2.02,-4.2
2019-12-02 15:00:00,5.8,3.06,2.74,-3.8
2019-12-02 16:00:00,5.63,3.59,2.04,-3.5
2019-12-02 17:00:00,6.26,3.47,2.79,-3.3
2019-12-02 18:00:00,4.56,1.98,2.58,-2.4
2019-12-02 19:00:00,4.92,1.64,3.28,-2.3
2019-12-02 20:00:00,12.4,9.32,3.08,-2.6
2019-12-02 21:00:00,11.54,8.38,3.16,-2.5
2019-12-02 22:00:00,6.48,3.05,3.43,-2.6
2019-12-02 23:00:00,5.84,3.12,2.72,-2.9
2019-02-13 00:00:00,4.8,1.62,3.18,-12
2019-02-13 01:00:00,4.26,1.65,2.61,-12.9
2019-02-13 02:00:00,4.88,2.0,2.88,-12
2019-02-13 03:00:00,4.95,1.79,3.16,-11.9
2019-02-13 04:00:00,5.14,1.98,3.16,-12.4
2019-02-13 05:00:00,4.79,1.99,2.8,-12.8
2019-02-13 06:00:00,6.16,1.95,4.21,-12.3
2019-02-13 07:00:00,5.08,1.94,3.14,-12.3
2019-02-13 08:00:00,5.9,2.24,3.66,-10.9
2019-02-13 09:00:00,6.3,3.6,2.7,-10.5
2019-02-13 10:00:00,7.7,3.11,4.59,-9.8
2019-02-13 11:00:00,4.04,1.91,2.13,-8.8
2019-02-13 12:00:00,3.68,1.66,2.02,-8.3
2019-02-13 13:00:00,4.23,2.24,1.99,-8
2019-02-13 14:00:00,4.04,2.32,1.72,-7.3
2019-02-13 15:00:00,4.0,2.26,1.74,-7.1
2019-02-13 16:00:00,3.87,2.54,1.33,-6.8
2019-02-13 17:00:00,4.79,3.41,1.38,-6.7
2019-02-13 18:00:00,5.13,3.96,1.17,-6.7
2019-02-13 19:00:00,3.81,2.39,1.42,-6.9
2019-02-13 20:00:00,9.79,8.74,1.05,-7.1
2019-02-13 21:00:00,8.78,7.43,1.35,-7.3
2019-02-13 22:00:00,4.27,2.91,1.36,-7.4
2019-02-13 23:00:00,4.5,3.34,1.16,-7.4
2019-02-14 00:00:00,3.7,1.63,2.07,-7.5
2019-02-14 01:00:00,3.45,1.58,1.87,-8.3
2019-02-14 02:00:00,3.38,1.8,1.58,-10.4
2019-02-14 03:00:00,3.42,1.86,1.56,-9.3
2019-02-14 04:00:00,3.88,1.96,1.92,-8.2
2019-02-14 05:00:00,3.91,1.84,2.07,-8.2
2019-02-14 06:00:00,3.64,1.82,1.82,-8
2019-02-14 07:00:00,3.92,1.92,2.0,-7.7
2019-02-14 08:00:00,4.51,2.46,2.05,-7
2019-02-14 09:00:00,5.2,2.7,2.5,-6.3
2019-02-14 10:00:00,5.24,3.16,2.08,-5.9
2019-02-14 11:00:00,4.17,2.43,1.74,-5.2
2019-02-14 12:00:00,3.16,1.45,1.71,-4.5
2019-02-14 13:00:00,5.0,2.91,2.09,-3.9
2019-02-14 14:00:00,3.78,2.26,1.52,-3.3
2019-02-14 15:00:00,5.47,3.69,1.78,-1.7
2019-02-14 16:00:00,4.4,2.36,2.04,-0.6
2019-02-14 17:00:00,4.23,2.71,1.52,-0.9
2019-02-14 18:00:00,4.18,2.14,2.04,-0.7
2019-02-14 19:00:00,4.72,2.69,2.03,-0.5
2019-02-14 20:00:00,5.21,3.41,1.8,1.2
2019-02-14 21:00:00,10.34,8.52,1.82,2
2019-02-14 22:00:00,9.17,7.63,1.54,2.7
2019-02-14 23:00:00,4.57,2.49,2.08,3.1
2019-02-15 00:00:00,3.43,2.1,1.33,3
2019-02-15 01:00:00,3.44,1.7,1.74,2.5
2019-02-15 02:00:00,3.13,1.4,1.73,2.9
2019-02-15 03:00:00,2.97,1.52,1.45,2.8
2019-02-15 04:00:00,3.63,1.58,2.05,2.9
2019-02-15 05:00:00,3.6,1.62,1.98,3.1
2019-02-15 06:00:00,3.07,1.48,1.59,3.1
2019-02-15 07:00:00,3.97,2.15,1.82,3.1
2019-02-15 08:00:00,3.9,2.43,1.47,3
2019-02-15 09:00:00,5.79,3.86,1.93,3.2
2019-02-15 10:00:00,3.87,2.47,1.4,3.4
2019-02-15 11:00:00,3.34,1.92,1.42,3.5
2019-02-15 12:00:00,3.76,2.02,1.74,3.5
2019-02-15 13:00:00,3.41,2.17,1.24,3.3
2019-02-15 14:00:00,4.12,2.01,2.11,3.1
2019-02-15 15:00:00,3.74,2.14,1.6,2.4
2019-02-15 16:00:00,3.8,2.59,1.21,1
2019-02-15 17:00:00,4.79,2.89,1.9,0.3
2019-02-15 18:00:00,2.93,1.53,1.4,0.2
2019-02-15 19:00:00,7.81,6.17,1.64,-1.4
2019-02-15 20:00:00,9.35,7.44,1.91,-1.5
2019-02-15 21:00:00,6.42,4.83,1.59,-2
2019-02-15 22:00:00,5.1,3.0,2.1,-3.8
2019-02-15 23:00:00,4.22,2.41,1.81,-2.4
2019-02-16 00:00:00,3.59,1.3,2.29,-2
2019-02-16 01:00:00,3.12,0.87,2.25,-1.1
2019-02-16 02:00:00,3.41,1.46,1.95,-1.1
2019-02-16 03:00:00,4.3,1.88,2.42,-0.6
2019-02-16 04:00:00,3.13,1.41,1.72,-0.3
2019-02-16 05:00:00,3.19,1.29,1.9,0
2019-02-16 06:00:00,3.33,1.27,2.06,0
2019-02-16 07:00:00,3.28,1.46,1.82,0.2
2019-02-16 08:00:00,4.06,1.75,2.31,0.9
2019-02-16 09:00:00,4.22,2.04,2.18,1.1
2019-02-16 10:00:00,4.48,2.4,2.08,0.9
2019-02-16 11:00:00,3.72,2.06,1.66,1.3
2019-02-16 12:00:00,5.39,3.67,1.72,1.9
2019-02-16 13:00:00,4.09,2.19,1.9,2.5
2019-02-16 14:00:00,3.65,2.23,1.42,3.4
2019-02-16 15:00:00,3.43,1.49,1.94,3
2019-02-16 16:00:00,2.89,1.43,1.46,2.9
2019-02-16 17:00:00,3.99,2.2,1.79,2.2
2019-02-16 18:00:00,4.36,2.11,2.25,1.7
2019-02-16 19:00:00,7.34,5.9,1.44,1.5
2019-02-16 20:00:00,9.75,7.81,1.94,1.3
2019-02-16 21:00:00,4.42,2.83,1.59,1.3
2019-02-16 22:00:00,4.53,2.51,2.02,1.3
2019-02-16 23:00:00,2.54,0.87,1.67,0.8
2019-02-17 00:00:00,2.65,1.07,1.58,1.2
2019-02-17 01:00:00,4.64,2.52,2.12,1.2
2019-02-17 02:00:00,3.29,1.56,1.73,1
2019-02-17 03:00:00,3.85,1.29,2.56,0.6
2019-02-17 04:00:00,3.5,1.25,2.25,0
2019-02-17 05:00:00,2.87,0.81,2.06,-0.7
2019-02-17 06:00:00,3.24,1.21,2.03,-1
2019-02-17 07:00:00,3.13,1.37,1.76,-1.4
2019-02-17 08:00:00,3.86,1.55,2.31,-1.9
2019-02-17 09:00:00,4.6,2.71,1.89,-1.9
2019-02-17 10:00:00,6.3,3.78,2.52,-1.8
2019-02-17 11:00:00,4.59,2.71,1.88,-1.8
2019-02-17 12:00:00,3.85,1.87,1.98,-1.8
2019-02-17 13:00:00,4.09,1.44,2.65,-2.1
2019-02-17 14:00:00,2.95,1.12,1.83,-2.7
2019-02-17 15:00:00,4.4,1.12,3.28,-3.5
2019-02-17 16:00:00,3.11,1.79,1.32,-4.3
2019-02-17 17:00:00,5.27,2.61,2.66,-5.2
2019-02-17 18:00:00,5.87,3.42,2.45,-5.7
2019-02-17 19:00:00,5.48,3.7,1.78,-6.6
2019-02-17 20:00:00,3.43,1.88,1.55,-8.7
2019-02-17 21:00:00,3.32,1.95,1.37,-11.4
2019-02-17 22:00:00,4.87,2.29,2.58,-12.7
2019-02-17 23:00:00,3.7,2.31,1.39,-14.1
2019-02-18 00:00:00,3.4,1.48,1.92,-14.7
2019-02-18 01:00:00,3.34,1.53,1.81,-15.7
2019-02-18 02:00:00,3.46,1.73,1.73,-15.5
2019-02-18 03:00:00,4.07,1.79,2.28,-10.6
2019-02-18 04:00:00,3.78,1.8,1.98,-9.8
2019-02-18 05:00:00,4.08,1.68,2.4,-9.2
2019-02-18 06:00:00,3.55,1.64,1.91,-8
2019-02-18 07:00:00,4.29,1.89,2.4,-7.3
2019-02-18 08:00:00,4.34,1.82,2.52,-6.7
2019-02-18 09:00:00,4.2,2.16,2.04,-5.6
2019-02-18 10:00:00,4.17,2.08,2.09,-5.6
2019-02-18 11:00:00,3.62,2.0,1.62,-6.2
2019-02-18 12:00:00,4.19,1.95,2.24,-5
2019-02-18 13:00:00,3.23,1.77,1.46,-5.4
2019-02-18 14:00:00,4.06,1.94,2.12,-4.9
2019-02-18 15:00:00,3.68,2.15,1.53,-4.3
2019-02-18 16:00:00,3.62,1.74,1.88,-3.5
2019-02-18 17:00:00,4.06,1.79,2.27,-2.9
2019-02-18 18:00:00,3.81,2.1,1.71,-2.2
2019-02-18 19:00:00,6.76,4.91,1.85,-1.6
2019-02-18 20:00:00,10.95,9.4,1.55,-0.8
2019-02-18 21:00:00,7.16,5.25,1.91,0.1
2019-02-18 22:00:00,3.73,2.46,1.27,0.6
2019-02-18 23:00:00,3.67,1.58,2.09,0.8
2019-02-19 00:00:00,1.75,0.62,1.13,0.9
2019-02-19 01:00:00,2.63,1.27,1.36,0.9
2019-02-19 02:00:00,3.31,1.81,1.5,1.1
2019-02-19 03:00:00,2.48,1.32,1.16,1.3
2019-02-19 04:00:00,2.52,1.24,1.28,1.3
2019-02-19 05:00:00,2.46,1.35,1.11,1.3
2019-02-19 06:00:00,3.17,1.47,1.7,1.3
2019-02-19 07:00:00,2.36,1.29,1.07,1.4
2019-02-19 08:00:00,4.08,2.49,1.59,1.5
2019-02-19 09:00:00,4.22,2.97,1.25,1.6
2019-02-19 10:00:00,3.52,2.32,1.2,1.6
2019-02-19 11:00:00,3.32,1.53,1.79,1.6
2019-02-19 12:00:00,2.4,0.81,1.59,1.7
2019-02-19 13:00:00,3.51,1.88,1.63,1.8
2019-02-19 14:00:00,3.3,1.93,1.37,1.6
2019-02-19 15:00:00,3.01,1.93,1.08,1.6
2019-02-19 16:00:00,3.92,2.14,1.78,1.3
2019-02-19 17:00:00,4.34,3.19,1.15,0.5
2019-02-19 18:00:00,3.1,1.56,1.54,0.3
2019-02-19 19:00:00,3.26,1.71,1.55,0.5
2019-02-19 20:00:00,9.86,8.55,1.31,0.5
2019-02-19 21:00:00,8.92,6.48,2.44,0.5
2019-02-19 22:00:00,3.41,2.23,1.18,0.5
2019-02-19 23:00:00,3.71,2.14,1.57,0.4
2019-02-20 00:00:00,3.26,1.53,1.73,0.4
2019-02-20 01:00:00,1.68,0.3,1.38,0.3
2019-02-20 02:00:00,3.2,1.25,1.95,0.1
2019-02-20 03:00:00,2.84,1.45,1.39,0.1
2019-02-20 04:00:00,2.92,1.48,1.44,0.1
2019-02-20 05:00:00,2.57,0.69,1.88,0.1
2019-02-20 06:00:00,3.37,1.43,1.94,0.1
2019-02-20 07:00:00,3.34,1.42,1.92,0.1
2019-02-20 08:00:00,3.66,2.12,1.54,-3.4
2019-02-20 09:00:00,3.08,1.58,1.5,-5
2019-02-20 10:00:00,3.46,1.59,1.87,-6.5
2019-02-20 11:00:00,3.45,1.75,1.7,-6.7
2019-02-20 12:00:00,4.33,2.11,2.22,-6.5
2019-02-20 13:00:00,3.97,2.21,1.76,-6.1
2019-02-20 14:00:00,3.83,1.96,1.87,-6.1
2019-02-20 15:00:00,9.98,7.16,2.82,-6.1
2019-02-20 16:00:00,7.77,5.77,2.0,-6.5
2019-02-20 17:00:00,4.41,1.98,2.43,-6.8
2019-02-20 18:00:00,3.61,1.62,1.99,-7.4
2019-02-20 19:00:00,6.19,3.61,2.58,-8.5
2019-02-20 20:00:00,10.27,7.9,2.37,-9.6
