Klo,Total,KP1,KP2,lämpötila
2019-03-27 13:00:00,2.86,1.43,1.43,1.1
2019-03-27 14:00:00,2.59,1.75,0.84,0.4
2019-03-27 15:00:00,2.95,1.49,1.46,-0.2
2019-03-27 16:00:00,3.28,1.59,1.69,-0.9
2019-03-27 17:00:00,3.26,1.88,1.38,-0.6
2019-03-27 18:00:00,3.4,1.85,1.55,-0.6
2019-03-27 19:00:00,7.47,6.2,1.27,-1.3
2019-03-27 20:00:00,9.04,7.11,1.93,-1.9
2019-03-27 21:00:00,5.45,4.0,1.45,-2.7
2019-03-27 22:00:00,4.46,2.24,2.22,-4
2019-03-27 23:00:00,3.53,1.95,1.58,-4.9
2019-03-28 00:00:00,2.83,0.89,1.94,-6.3
2019-03-28 01:00:00,4.19,1.51,2.68,-6.3
2019-03-28 02:00:00,3.24,1.46,1.78,-5.9
2019-03-28 03:00:00,3.84,1.28,2.56,-5.4
2019-03-28 04:00:00,3.33,1.47,1.86,-5.7
2019-03-28 05:00:00,4.08,1.47,2.61,-3.9
2019-03-28 06:00:00,3.28,1.34,1.94,-2.5
2019-03-28 07:00:00,3.89,1.58,2.31,-0.4
2019-03-28 08:00:00,4.56,2.65,1.91,0.7
2019-03-28 09:00:00,4.62,2.14,2.48,2.6
2019-03-28 10:00:00,4.21,2.41,1.8,0
2019-03-28 11:00:00,2.72,1.34,1.38,1.3
2019-03-28 12:00:00,3.12,1.24,1.88,3.1
2019-03-28 13:00:00,2.44,1.31,1.13,5.7
2019-03-28 14:00:00,3.45,1.65,1.8,5.9
2019-03-28 15:00:00,2.48,1.5,0.98,6.2
2019-03-28 16:00:00,2.92,1.52,1.4,6.1
2019-03-28 17:00:00,3.04,1.33,1.71,5.8
2019-03-28 18:00:00,3.05,1.91,1.14,5.3
2019-03-28 19:00:00,2.64,1.05,1.59,5
2019-03-28 20:00:00,2.87,1.68,1.19,4.9
2019-03-28 21:00:00,10.02,8.43,1.59,5.1
2019-03-28 22:00:00,5.4,3.96,1.44,5.9
2019-03-28 23:00:00,3.45,2.36,1.09,7
2019-03-29 00:00:00,3.3,1.46,1.84,6.8
2019-03-29 01:00:00,2.12,0.98,1.14,6.1
2019-03-29 02:00:00,3.34,1.14,2.2,6.4
2019-03-29 03:00:00,2.85,1.43,1.42,7.2
2019-03-29 04:00:00,2.62,1.37,1.25,7.1
2019-03-29 05:00:00,2.85,1.18,1.67,7.2
2019-03-29 06:00:00,2.26,1.04,1.22,7.2
2019-03-29 07:00:00,2.94,1.61,1.33,6.6
2019-03-29 08:00:00,3.93,2.42,1.51,7.6
2019-03-29 09:00:00,3.2,2.17,1.03,7.1
2019-03-29 10:00:00,3.11,1.61,1.5,7
2019-03-29 11:00:00,2.85,1.97,0.88,7.5
2019-03-29 12:00:00,2.89,1.64,1.25,7.8
2019-03-29 13:00:00,1.83,0.65,1.18,7.4
2019-03-29 14:00:00,2.13,1.5,0.63,6.2
2019-03-29 15:00:00,2.23,1.6,0.63,5.1
2019-03-29 16:00:00,2.96,1.77,1.19,4.8
2019-03-29 17:00:00,2.33,1.59,0.74,4
2019-03-29 18:00:00,1.79,0.97,0.82,3.3
2019-03-29 19:00:00,3.13,1.8,1.33,2.5
2019-03-29 20:00:00,4.23,3.25,0.98,1.8
2019-03-29 21:00:00,3.87,2.35,1.52,1.8
2019-03-29 22:00:00,3.16,1.56,1.6,1.1
2019-03-29 23:00:00,1.56,0.38,1.18,0.8
2019-03-30 00:00:00,2.52,1.17,1.35,0
2019-03-30 01:00:00,3.11,1.54,1.57,-0.8
2019-03-30 02:00:00,2.65,1.35,1.3,-1.1
2019-03-30 03:00:00,2.95,1.0,1.95,-0.9
2019-03-30 04:00:00,2.56,0.83,1.73,-1.3
2019-03-30 05:00:00,3.33,1.29,2.04,-0.3
2019-03-30 06:00:00,3.61,1.55,2.06,0.4
2019-03-30 07:00:00,3.61,2.24,1.37,1.4
2019-03-30 08:00:00,2.9,1.91,0.99,2.2
2019-03-30 09:00:00,2.64,1.68,0.96,2.4
2019-03-30 10:00:00,1.45,0.97,0.48,2.6
2019-03-30 11:00:00,2.21,1.21,1.0,2.9
2019-03-30 12:00:00,4.09,3.48,0.61,2.9
2019-03-30 13:00:00,3.28,2.76,0.52,2.8
2019-03-30 14:00:00,3.29,1.56,1.73,2.9
2019-03-30 15:00:00,1.82,1.24,0.58,3.1
2019-03-30 16:00:00,2.68,1.84,0.84,2.6
2019-03-30 17:00:00,2.66,1.48,1.18,2
2019-03-30 18:00:00,2.29,1.48,0.81,1.7
2019-03-30 19:00:00,2.21,0.98,1.23,1.1
2019-03-30 20:00:00,2.85,1.54,1.31,0.4
2019-03-30 21:00:00,2.67,1.47,1.2,-0.2
2019-03-30 22:00:00,9.17,7.27,1.9,0.1
2019-03-30 23:00:00,4.49,2.69,1.8,-0.9
2019-03-31 00:00:00,3.19,1.56,1.63,-2.3
2019-03-31 01:00:00,3.19,1.37,1.82,-2.6
2019-03-31 02:00:00,2.88,1.44,1.44,-3.7
2019-03-31 04:00:00,0.0,0.0,0.0,-5.7
2019-03-31 05:00:00,3.26,1.46,1.8,-3.8
2019-03-31 06:00:00,3.07,1.4,1.67,-2.9
2019-03-31 07:00:00,3.77,1.38,2.39,-1.9
2019-03-31 08:00:00,2.86,1.28,1.58,-1.5
2019-03-31 09:00:00,2.68,1.31,1.37,-0.7
2019-03-31 10:00:00,2.76,1.59,1.17,-0.1
2019-03-31 11:00:00,2.36,1.8,0.56,0.7
2019-03-31 12:00:00,3.17,2.1,1.07,1.1
2019-03-31 13:00:00,2.4,1.88,0.52,1.2
2019-03-31 14:00:00,2.9,1.86,1.04,1.4
2019-03-31 15:00:00,2.71,0.91,1.8,1.2
2019-03-31 16:00:00,5.89,1.68,4.21,0.5
2019-03-31 17:00:00,3.45,0.89,2.56,0
2019-03-31 18:00:00,2.49,1.28,1.21,-0.9
2019-03-31 19:00:00,4.01,1.54,2.47,-0.6
2019-03-31 20:00:00,2.67,1.57,1.1,-0.8
2019-03-31 21:00:00,5.61,1.27,4.34,-1.1
2019-03-31 22:00:00,5.7,1.35,4.35,-2.2
2019-03-31 23:00:00,4.61,1.22,3.39,-3
2019-01-04 00:00:00,2.35,1.24,1.11,-10.1
2019-01-04 01:00:00,3.21,2.31,0.9,-9.5
2019-01-04 02:00:00,2.82,1.58,1.24,-9.3
2019-01-04 03:00:00,2.64,1.57,1.07,-9.1
2019-01-04 04:00:00,2.47,1.32,1.15,-8.7
2019-01-04 05:00:00,3.52,1.6,1.92,-8.8
2019-01-04 06:00:00,2.72,1.48,1.24,-8.6
2019-01-04 07:00:00,2.89,1.46,1.43,-8.4
2019-01-04 08:00:00,4.21,1.55,2.66,-8.4
2019-01-04 09:00:00,3.35,2.18,1.17,-8.5
2019-01-04 10:00:00,2.82,2.15,0.67,-8.6
2019-01-04 11:00:00,2.81,1.92,0.89,-8.5
2019-01-04 12:00:00,2.55,1.63,0.92,-8.8
2019-01-04 13:00:00,2.19,1.32,0.87,-8.8
2019-01-04 14:00:00,2.09,1.57,0.52,-9.2
2019-01-04 15:00:00,2.47,1.5,0.97,-9.5
2019-01-04 16:00:00,2.99,1.29,1.7,-9.7
2019-01-04 17:00:00,2.15,1.29,0.86,-9.8
2019-01-04 18:00:00,3.99,1.44,2.55,-9.7
2019-01-04 19:00:00,4.57,1.54,3.03,-9.8
2019-01-04 20:00:00,5.27,1.33,3.94,-9.9
2019-01-04 21:00:00,6.59,1.26,5.33,-10
2019-01-04 22:00:00,4.48,1.48,3.0,-10.1
2019-01-04 23:00:00,2.21,1.33,0.88,-10.2
2019-02-04 00:00:00,2.6,1.49,1.11,-11.9
2019-02-04 01:00:00,2.41,1.36,1.05,-11.3
2019-02-04 02:00:00,2.49,1.5,0.99,-11.1
2019-02-04 03:00:00,2.23,1.26,0.97,-11.1
2019-02-04 04:00:00,2.98,1.21,1.77,-11.2
2019-02-04 05:00:00,2.43,1.44,0.99,-11.1
2019-02-04 06:00:00,3.25,1.62,1.63,-11.1
2019-02-04 07:00:00,3.28,1.42,1.86,-11
2019-02-04 08:00:00,3.61,1.33,2.28,-10.9
2019-02-04 09:00:00,3.44,2.11,1.33,-10.7
2019-02-04 10:00:00,2.47,1.79,0.68,-10.4
2019-02-04 11:00:00,2.27,1.33,0.94,-10.2
2019-02-04 12:00:00,2.24,1.29,0.95,-10.1
2019-02-04 13:00:00,2.32,2.01,0.31,-10
2019-02-04 14:00:00,2.45,1.37,1.08,-10.1
2019-02-04 15:00:00,2.38,1.38,1.0,-10.1
2019-02-04 16:00:00,2.11,1.66,0.45,-9.9
2019-02-04 17:00:00,3.0,2.45,0.55,-9.7
2019-02-04 18:00:00,3.06,1.99,1.07,-9.5
2019-02-04 19:00:00,2.3,1.66,0.64,-9.2
2019-02-04 20:00:00,4.13,3.24,0.89,-8.9
2019-02-04 21:00:00,4.12,2.8,1.32,-8.7
2019-02-04 22:00:00,3.0,2.02,0.98,-9.1
2019-02-04 23:00:00,3.28,2.15,1.13,-9.9
2019-03-04 00:00:00,3.65,1.39,2.26,-23.8
2019-03-04 01:00:00,2.59,1.43,1.16,-23.9
2019-03-04 02:00:00,2.58,1.34,1.24,-20.9
2019-03-04 03:00:00,3.17,1.35,1.82,-19.1
2019-03-04 04:00:00,2.48,1.26,1.22,-18.2
2019-03-04 05:00:00,2.98,1.26,1.72,-17.5
2019-03-04 06:00:00,2.97,1.31,1.66,-17
2019-03-04 07:00:00,3.24,1.72,1.52,-14.7
2019-03-04 08:00:00,4.17,2.4,1.77,-11.7
2019-03-04 09:00:00,3.63,2.3,1.33,-10.9
2019-03-04 10:00:00,3.41,1.62,1.79,-10.4
2019-03-04 11:00:00,2.01,1.23,0.78,-9.9
2019-03-04 12:00:00,2.06,1.4,0.66,-9.1
2019-03-04 13:00:00,2.87,1.64,1.23,-8.9
2019-03-04 14:00:00,2.04,1.59,0.45,-9
2019-03-04 15:00:00,2.5,1.61,0.89,-9.3
2019-03-04 16:00:00,2.55,1.89,0.66,-9.9
2019-03-04 17:00:00,1.75,0.99,0.76,-10.6
2019-03-04 18:00:00,2.69,1.56,1.13,-12.5
2019-03-04 19:00:00,2.98,1.63,1.35,-12.5
2019-03-04 20:00:00,3.58,1.22,2.36,-13.3
2019-03-04 21:00:00,6.22,1.38,4.84,-14.6
2019-03-04 22:00:00,5.17,1.26,3.91,-14.3
2019-03-04 23:00:00,2.59,1.23,1.36,-12.9
2019-04-04 00:00:00,2.28,1.36,0.92,2.9
2019-04-04 01:00:00,2.33,1.53,0.8,2.2
2019-04-04 02:00:00,2.07,1.29,0.78,2.3
2019-04-04 03:00:00,2.1,1.33,0.77,2.9
2019-04-04 04:00:00,2.84,1.29,1.55,3.1
2019-04-04 05:00:00,2.01,1.21,0.8,3.7
2019-04-04 06:00:00,2.17,1.35,0.82,4.5
2019-04-04 07:00:00,2.87,1.52,1.35,4.9
2019-04-04 08:00:00,5.02,1.31,3.71,5.5
2019-04-04 09:00:00,4.32,1.44,2.88,6.2
2019-04-04 10:00:00,2.23,1.41,0.82,6.4
2019-04-04 11:00:00,2.23,1.28,0.95,6.6
2019-04-04 12:00:00,2.46,1.7,0.76,6.5
2019-04-04 13:00:00,2.09,1.47,0.62,4.6
2019-04-04 14:00:00,2.53,1.35,1.18,2.8
2019-04-04 15:00:00,2.56,1.56,1.0,2.5
2019-04-04 16:00:00,2.7,1.38,1.32,2.4
2019-04-04 17:00:00,3.55,2.53,1.02,1.7
2019-04-04 18:00:00,2.87,1.84,1.03,1
2019-04-04 19:00:00,8.51,7.44,1.07,0.5
2019-04-04 20:00:00,8.77,7.84,0.93,0.5
2019-04-04 21:00:00,6.75,5.29,1.46,0.4
2019-04-04 22:00:00,3.64,2.63,1.01,0.3
2019-04-04 23:00:00,3.65,2.34,1.31,0.3
2019-05-04 00:00:00,2.32,0.73,1.59,-1.1
2019-05-04 01:00:00,2.96,1.26,1.7,-1.3
2019-05-04 02:00:00,3.06,1.62,1.44,-1.6
2019-05-04 03:00:00,3.11,1.43,1.68,-1.8
2019-05-04 04:00:00,2.59,1.39,1.2,-2
2019-05-04 05:00:00,2.84,1.22,1.62,-1.8
2019-05-04 06:00:00,2.93,1.23,1.7,-1.4
2019-05-04 07:00:00,3.11,1.86,1.25,-1.2
2019-05-04 08:00:00,4.31,2.67,1.64,-0.4
2019-05-04 09:00:00,3.33,1.75,1.58,-0.1
2019-05-04 10:00:00,2.76,1.51,1.25,0.5
2019-05-04 11:00:00,3.57,1.26,2.31,1.2
2019-05-04 12:00:00,2.75,1.46,1.29,1.4
2019-05-04 13:00:00,2.87,1.43,1.44,1.7
2019-05-04 14:00:00,3.06,1.43,1.63,1.5
2019-05-04 15:00:00,3.06,1.44,1.62,2.1
2019-05-04 16:00:00,3.13,1.73,1.4,1.9
2019-05-04 17:00:00,4.09,2.42,1.67,0.8
2019-05-04 18:00:00,3.95,2.74,1.21,0.2
2019-05-04 19:00:00,11.06,9.49,1.57,-0.2
2019-05-04 20:00:00,10.14,7.85,2.29,-0.7
2019-05-04 21:00:00,5.55,4.27,1.28,-1.1
2019-05-04 22:00:00,5.43,3.68,1.75,-1.5
2019-05-04 23:00:00,3.2,1.3,1.9,-1.9
2019-06-04 00:00:00,2.25,0.83,1.42,9.8
2019-06-04 01:00:00,3.64,1.57,2.07,9.8
2019-06-04 02:00:00,2.95,1.55,1.4,10.1
2019-06-04 03:00:00,3.16,1.42,1.74,10.5
2019-06-04 04:00:00,3.33,1.24,2.09,10.6
2019-06-04 05:00:00,3.04,1.22,1.82,10.9
2019-06-04 06:00:00,3.56,1.36,2.2,11.2
2019-06-04 07:00:00,2.96,1.72,1.24,11.3
2019-06-04 08:00:00,2.88,1.47,1.41,13.2
2019-06-04 09:00:00,5.54,2.4,3.14,13.8
2019-06-04 10:00:00,2.99,2.1,0.89,15.9
2019-06-04 11:00:00,4.33,2.95,1.38,18.1
2019-06-04 12:00:00,3.44,2.5,0.94,19.9
2019-06-04 13:00:00,2.38,1.73,0.65,20.6
2019-06-04 14:00:00,2.88,1.96,0.92,20.7
2019-06-04 15:00:00,3.75,2.47,1.28,21.3
2019-06-04 16:00:00,3.32,2.17,1.15,20.9
2019-06-04 17:00:00,2.61,1.97,0.64,19.8
2019-06-04 18:00:00,2.52,1.99,0.53,16.8
2019-06-04 19:00:00,2.69,1.72,0.97,15.3
2019-06-04 20:00:00,3.3,2.04,1.26,11.2
2019-06-04 21:00:00,11.75,8.89,2.86,9.7
2019-06-04 22:00:00,8.48,6.03,2.45,6.9
2019-06-04 23:00:00,3.52,2.51,1.01,6.3
2019-07-04 00:00:00,2.9,1.87,1.03,10.5
2019-07-04 01:00:00,2.62,1.39,1.23,10
2019-07-04 02:00:00,1.94,0.85,1.09,10.4
2019-07-04 03:00:00,3.27,1.67,1.6,11.2
2019-07-04 04:00:00,2.8,1.43,1.37,11.6
2019-07-04 05:00:00,2.86,1.28,1.58,12.6
2019-07-04 06:00:00,2.61,1.29,1.32,13.5
2019-07-04 07:00:00,2.49,0.96,1.53,14.8
2019-07-04 08:00:00,2.75,1.28,1.47,17.1
2019-07-04 09:00:00,3.65,1.32,2.33,16.9
2019-07-04 10:00:00,7.19,1.73,5.46,17.3
2019-07-04 11:00:00,5.5,2.74,2.76,17.2
2019-07-04 12:00:00,2.21,1.88,0.33,16.7
2019-07-04 13:00:00,2.34,2.0,0.34,17.5
2019-07-04 14:00:00,2.55,1.69,0.86,17.8
2019-07-04 15:00:00,2.43,1.87,0.56,17.3
2019-07-04 16:00:00,1.68,1.26,0.42,16.8
2019-07-04 17:00:00,2.71,1.76,0.95,16.1
2019-07-04 18:00:00,2.63,1.52,1.11,15.6
2019-07-04 19:00:00,6.52,5.84,0.68,14.7
2019-07-04 20:00:00,7.51,6.55,0.96,13.4
2019-07-04 21:00:00,6.18,5.25,0.93,12.5
2019-07-04 22:00:00,3.57,2.61,0.96,11.3
2019-07-04 23:00:00,3.2,2.06,1.14,8.7
2019-08-04 00:00:00,1.89,0.55,1.34,7.5
2019-08-04 01:00:00,2.62,1.57,1.05,7.6
2019-08-04 02:00:00,2.79,1.32,1.47,7.5
2019-08-04 03:00:00,3.28,1.06,2.22,7.9
2019-08-04 04:00:00,1.93,0.9,1.03,8
2019-08-04 05:00:00,2.51,1.23,1.28,7.9
2019-08-04 06:00:00,2.83,1.24,1.59,7.7
2019-08-04 07:00:00,2.85,1.79,1.06,8.3
2019-08-04 08:00:00,3.22,1.89,1.33,10.4
2019-08-04 09:00:00,4.21,2.76,1.45,11.3
2019-08-04 10:00:00,8.74,7.65,1.09,12.4
2019-08-04 11:00:00,5.6,4.21,1.39,13.3
2019-08-04 12:00:00,2.62,1.56,1.06,14.8
2019-08-04 13:00:00,3.25,1.58,1.67,14.8
2019-08-04 14:00:00,2.81,1.42,1.39,14.1
2019-08-04 15:00:00,2.54,1.69,0.85,14.7
2019-08-04 16:00:00,3.67,2.18,1.49,14.6
2019-08-04 17:00:00,2.35,1.37,0.98,14.5
2019-08-04 18:00:00,2.34,1.38,0.96,13.9
2019-08-04 19:00:00,4.05,2.33,1.72,13.3
2019-08-04 20:00:00,6.22,5.31,0.91,12.6
2019-08-04 21:00:00,8.07,6.7,1.37,12.3
2019-08-04 22:00:00,4.56,2.45,2.11,11.7
2019-08-04 23:00:00,3.32,2.17,1.15,10.9
2019-09-04 00:00:00,2.71,0.76,1.95,11.2
2019-09-04 01:00:00,2.58,1.34,1.24,10.4
2019-09-04 02:00:00,3.2,1.28,1.92,7.8
2019-09-04 03:00:00,2.98,1.25,1.73,6.4
2019-09-04 04:00:00,3.35,1.62,1.73,5.5
2019-09-04 05:00:00,3.31,1.22,2.09,10.7
2019-09-04 06:00:00,2.84,1.25,1.59,12.7
2019-09-04 07:00:00,4.37,1.45,2.92,13.1
2019-09-04 08:00:00,3.52,1.86,1.66,14
2019-09-04 09:00:00,3.97,1.71,2.26,14.8
2019-09-04 10:00:00,3.4,1.64,1.76,16.1
2019-09-04 11:00:00,3.27,1.37,1.9,15.9
2019-09-04 12:00:00,3.27,1.53,1.74,16
2019-09-04 13:00:00,3.35,1.5,1.85,15.4
2019-09-04 14:00:00,2.87,1.25,1.62,15.6
2019-09-04 15:00:00,3.25,1.36,1.89,15.3
2019-09-04 16:00:00,3.78,1.65,2.13,15.2
2019-09-04 17:00:00,3.61,1.72,1.89,14.5
2019-09-04 18:00:00,3.78,2.04,1.74,14.4
2019-09-04 19:00:00,3.41,1.48,1.93,14.2
2019-09-04 20:00:00,9.54,7.51,2.03,13.1
2019-09-04 21:00:00,8.61,6.7,1.91,13
2019-09-04 22:00:00,5.39,3.14,2.25,12.9
2019-09-04 23:00:00,4.53,2.63,1.9,12.1
2019-10-04 00:00:00,4.0,1.29,2.71,0.9
2019-10-04 01:00:00,3.32,1.26,2.06,0.9
2019-10-04 02:00:00,4.16,1.53,2.63,0.7
2019-10-04 03:00:00,3.36,1.66,1.7,0.6
2019-10-04 04:00:00,4.27,1.46,2.81,0.6
2019-10-04 05:00:00,3.28,1.5,1.78,0.5
2019-10-04 06:00:00,4.26,1.49,2.77,0.4
2019-10-04 07:00:00,3.59,1.7,1.89,0.6
2019-10-04 08:00:00,4.76,2.15,2.61,0.9
2019-10-04 09:00:00,3.94,2.08,1.86,1.3
2019-10-04 10:00:00,4.91,2.34,2.57,1.5
2019-10-04 11:00:00,3.5,1.83,1.67,1.7
2019-10-04 12:00:00,2.99,1.56,1.43,1.9
2019-10-04 13:00:00,3.44,1.44,2.0,2
2019-10-04 14:00:00,2.86,1.81,1.05,1.5
2019-10-04 15:00:00,3.91,1.9,2.01,1.3
2019-10-04 16:00:00,2.8,1.59,1.21,0.8
2019-10-04 17:00:00,3.03,1.41,1.62,0.7
2019-10-04 18:00:00,5.19,1.68,3.51,0.7
2019-10-04 19:00:00,3.33,1.77,1.56,0.9
2019-10-04 20:00:00,4.08,2.46,1.62,0.9
2019-10-04 21:00:00,3.28,1.65,1.63,1.1
2019-10-04 22:00:00,3.69,1.81,1.88,1
2019-10-04 23:00:00,3.33,1.83,1.5,0.9
2019-11-04 00:00:00,3.62,1.42,2.2,-2.4
2019-11-04 01:00:00,2.89,1.46,1.43,-2.5
2019-11-04 02:00:00,3.52,1.27,2.25,-3.6
2019-11-04 03:00:00,3.11,1.5,1.61,-4.9
2019-11-04 04:00:00,4.27,1.71,2.56,-7.8
2019-11-04 05:00:00,3.47,1.51,1.96,-10.5
2019-11-04 06:00:00,3.17,1.49,1.68,-11.5
2019-11-04 07:00:00,4.25,1.94,2.31,-11.9
2019-11-04 08:00:00,3.95,2.51,1.44,-10.3
2019-11-04 09:00:00,4.69,2.89,1.8,-9.5
2019-11-04 10:00:00,2.69,1.66,1.03,-6.4
2019-11-04 11:00:00,2.64,1.34,1.3,-5.5
2019-11-04 12:00:00,2.76,1.42,1.34,-5.4
2019-11-04 13:00:00,2.91,1.36,1.55,-4.8
2019-11-04 14:00:00,3.09,1.67,1.42,-5.2
2019-11-04 15:00:00,4.06,3.0,1.06,-5.5
2019-11-04 16:00:00,4.85,3.42,1.43,-6.2
2019-11-04 17:00:00,3.28,2.38,0.9,-6.7
2019-11-04 18:00:00,2.91,1.71,1.2,-8.1
2019-11-04 19:00:00,3.06,1.77,1.29,-9.2
2019-11-04 20:00:00,2.86,2.0,0.86,-12.4
2019-11-04 21:00:00,3.46,1.93,1.53,-14.5
2019-11-04 22:00:00,3.84,2.71,1.13,-15
2019-11-04 23:00:00,3.1,1.51,1.59,-16.2
2019-12-04 00:00:00,3.37,1.69,1.68,-3
2019-12-04 01:00:00,2.46,1.37,1.09,-2.3
2019-12-04 02:00:00,2.54,0.98,1.56,-1.9
2019-12-04 03:00:00,2.46,1.11,1.35,-1.5
2019-12-04 04:00:00,2.89,1.57,1.32,-0.9
2019-12-04 05:00:00,3.34,1.65,1.69,-0.7
2019-12-04 06:00:00,2.62,1.31,1.31,-0.3
2019-12-04 07:00:00,3.34,1.54,1.8,0.6
2019-12-04 08:00:00,3.79,2.14,1.65,0.7
2019-12-04 09:00:00,4.05,2.61,1.44,1
2019-12-04 10:00:00,3.15,1.68,1.47,1.2
2019-12-04 11:00:00,2.29,1.33,0.96,1.7
2019-12-04 12:00:00,3.39,1.71,1.68,1.6
2019-12-04 13:00:00,3.78,2.88,0.9,1.9
2019-12-04 14:00:00,3.09,2.09,1.0,2
2019-12-04 15:00:00,3.74,2.28,1.46,2
2019-12-04 16:00:00,2.62,1.83,0.79,2.5
2019-12-04 17:00:00,3.76,1.95,1.81,2.3
2019-12-04 18:00:00,3.73,2.63,1.1,2.4
2019-12-04 19:00:00,2.67,1.31,1.36,2.1
2019-12-04 20:00:00,2.81,1.26,1.55,2.1
2019-12-04 21:00:00,4.88,1.66,3.22,2
2019-12-04 22:00:00,4.53,1.38,3.15,1.6
2019-12-04 23:00:00,2.37,1.26,1.11,1.4
2019-04-13 00:00:00,2.74,1.48,1.26,0.5
2019-04-13 01:00:00,2.56,1.44,1.12,0.4
2019-04-13 02:00:00,2.58,1.45,1.13,-0.1
2019-04-13 03:00:00,3.36,1.49,1.87,-0.3
2019-04-13 04:00:00,2.39,1.28,1.11,-0.1
2019-04-13 05:00:00,2.47,1.27,1.2,0.1
2019-04-13 06:00:00,2.76,1.36,1.4,0.6
2019-04-13 07:00:00,3.01,1.7,1.31,1.2
2019-04-13 08:00:00,5.1,1.36,3.74,1.9
2019-04-13 09:00:00,6.73,1.26,5.47,2.7
2019-04-13 10:00:00,3.78,1.45,2.33,3.7
2019-04-13 11:00:00,4.28,3.43,0.85,4
2019-04-13 12:00:00,3.01,2.18,0.83,4.8
2019-04-13 13:00:00,2.85,1.67,1.18,5.3
2019-04-13 14:00:00,2.23,1.45,0.78,5.1
2019-04-13 15:00:00,2.49,1.87,0.62,4.5
2019-04-13 16:00:00,3.28,1.58,1.7,4.3
2019-04-13 17:00:00,2.65,1.82,0.83,4.4
2019-04-13 18:00:00,2.25,1.49,0.76,2.6
2019-04-13 19:00:00,2.28,1.43,0.85,0.2
2019-04-13 20:00:00,4.45,3.32,1.13,0.3
2019-04-13 21:00:00,10.38,9.61,0.77,0.4
2019-04-13 22:00:00,6.63,5.6,1.03,-0.2
2019-04-13 23:00:00,4.39,2.52,1.87,0
2019-04-14 00:00:00,2.49,1.42,1.07,-0.4
2019-04-14 01:00:00,2.74,1.06,1.68,-0.8
2019-04-14 02:00:00,3.18,1.07,2.11,-0.9
2019-04-14 03:00:00,3.08,1.74,1.34,-1
2019-04-14 04:00:00,2.94,1.46,1.48,-0.5
2019-04-14 05:00:00,3.23,1.38,1.85,0.1
2019-04-14 06:00:00,3.17,1.58,1.59,0.6
2019-04-14 07:00:00,3.0,1.37,1.63,1.3
2019-04-14 08:00:00,3.52,1.79,1.73,2.6
2019-04-14 09:00:00,2.89,1.44,1.45,3.9
2019-04-14 10:00:00,3.16,1.09,2.07,4.1
2019-04-14 11:00:00,2.81,1.99,0.82,5.6
2019-04-14 12:00:00,2.86,2.24,0.62,5.7
2019-04-14 13:00:00,3.15,2.09,1.06,6
2019-04-14 14:00:00,1.87,1.41,0.46,6.1
2019-04-14 15:00:00,1.41,0.92,0.49,5.4
2019-04-14 16:00:00,2.61,1.32,1.29,5.3
2019-04-14 17:00:00,2.49,1.72,0.77,4.8
2019-04-14 18:00:00,3.25,1.38,1.87,3.6
2019-04-14 19:00:00,5.66,2.8,2.86,2.6
2019-04-14 20:00:00,10.71,9.81,0.9,0.5
2019-04-14 21:00:00,8.31,6.82,1.49,-1.5
2019-04-14 22:00:00,2.83,2.07,0.76,-1.6
2019-04-14 23:00:00,2.46,1.39,1.07,-2.9
2019-04-15 00:00:00,2.5,0.84,1.66,-2.9
2019-04-15 01:00:00,4.06,2.46,1.6,-2.7
2019-04-15 02:00:00,2.86,1.42,1.44,-3.1
2019-04-15 03:00:00,2.81,1.35,1.46,-1.9
2019-04-15 04:00:00,2.52,1.39,1.13,-2
2019-04-15 05:00:00,2.36,0.7,1.66,-0.5
2019-04-15 06:00:00,2.35,1.21,1.14,0.7
2019-04-15 07:00:00,3.41,1.64,1.77,1.9
2019-04-15 08:00:00,2.9,1.67,1.23,3.3
2019-04-15 09:00:00,2.65,1.81,0.84,4.6
2019-04-15 10:00:00,3.77,1.65,2.12,5.5
2019-04-15 11:00:00,1.86,1.26,0.6,6.5
2019-04-15 12:00:00,1.87,1.49,0.38,7.4
2019-04-15 13:00:00,2.34,1.44,0.9,7.5
2019-04-15 14:00:00,2.22,1.5,0.72,6.9
2019-04-15 15:00:00,2.26,1.81,0.45,7.8
2019-04-15 16:00:00,2.79,1.75,1.04,7.1
2019-04-15 17:00:00,2.03,1.39,0.64,6
2019-04-15 18:00:00,1.73,0.87,0.86,4.1
2019-04-15 19:00:00,3.52,1.59,1.93,3.6
2019-04-15 20:00:00,3.82,1.42,2.4,3
2019-04-15 21:00:00,4.1,1.25,2.85,-1.4
2019-04-15 22:00:00,5.23,1.37,3.86,-3.2
2019-04-15 23:00:00,3.08,0.83,2.25,-3.1
2019-04-16 00:00:00,2.06,1.13,0.93,-4.3
2019-04-16 01:00:00,2.73,1.56,1.17,-4.2
2019-04-16 02:00:00,2.55,1.59,0.96,-5
2019-04-16 03:00:00,2.46,1.26,1.2,-5.8
2019-04-16 04:00:00,2.75,1.37,1.38,-4.6
2019-04-16 05:00:00,3.07,1.24,1.83,-0.6
2019-04-16 06:00:00,2.61,1.28,1.33,0.2
2019-04-16 07:00:00,3.09,1.22,1.87,1.9
2019-04-16 08:00:00,4.03,1.68,2.35,4.1
2019-04-16 09:00:00,2.17,1.57,0.6,5.5
2019-04-16 10:00:00,1.85,1.38,0.47,6.9
2019-04-16 11:00:00,2.03,1.81,0.22,7.8
